time,I
598.566,152.54
598.759,152.22
598.951,152.54
600.883,152.22
601.066,152.54
601.838,152.22
602.029,152.54
602.41,152.42
602.6,152.54
603.746,152.86
604.13,152.54
605.663,152.86
605.856,152.54
608.568,152.22
617.705,152.54
617.95,152.18
617.95,152.54
617.951,152.22
617.951,152.54
617.951,152.22
617.951,152.54
617.951,152.22
617.951,152.54
617.951,152.22
617.951,152.54
617.952,152.22
617.952,152.54
617.953,152.22
617.953,152.54
617.953,152.22
617.954,152.54
617.954,152.22
617.954,152.86
678.73,152.14
678.838,151.54
678.838,152.13
678.839,152.46
678.839,152.13
678.839,152.22
678.84,152.46
678.84,152.26
678.841,152.13
678.843,151.9
678.844,152.46
678.845,152.13
678.845,152.46
678.845,152.13
678.845,151.54
678.845,152.86
678.845,151.54
678.846,152.46
678.846,153.18
678.846,151.54
678.846,152.26
678.847,152.13
678.847,152.46
678.847,152.13
678.847,151.86
678.847,152.86
678.848,152.46
678.848,152.13
678.848,152.46
678.848,152.13
678.848,152.86
679.099,151.86
679.1,151.54
679.1,152.13
679.1,152.46
679.1,152.13
679.101,151.54
679.101,152.13
679.101,152.86
679.101,151.54
679.102,152.13
679.102,152.46
679.102,152.13
679.102,152.86
679.102,152.13
679.103,152.22
679.103,152.13
679.103,152.86
679.103,152.13
679.103,152.86
679.104,152.26
679.104,152.13
679.104,152.46
679.104,152.13
679.104,152.86
679.104,152.13
679.104,152.46
679.105,152.86
679.105,152.13
679.105,152.46
679.105,152.26
679.117,152.86
679.117,152.22
679.118,152.46
849.788,152.17
849.788,152.26
849.789,152.17
849.789,151.94
849.789,152.17
849.789,152.53
849.789,152.17
849.789,151.94
849.79,152.17
849.79,151.85
849.79,151.94
849.79,152.17
849.794,151.94
849.794,152.17
849.795,151.85
849.795,152.17
849.795,152.49
849.795,152.17
849.795,151.94
849.795,152.17
849.795,151.94
849.796,152.17
849.796,152.49
849.796,152.17
849.796,151.94
849.796,152.17
849.796,151.45
849.796,152.49
849.797,152.17
849.797,152.49
874.131,152.17
874.132,151.94
874.132,152.17
874.133,151.85
874.133,152.17
874.133,151.85
874.134,152.17
874.134,151.85
874.134,152.17
874.135,151.85
874.135,152.17
874.136,151.85
874.136,152.17
874.137,151.85
874.137,152.17
874.137,151.85
874.137,152.17
874.138,151.85
874.138,152.17
874.139,151.85
874.139,152.17
874.139,151.85
874.139,152.17
874.14,151.85
874.14,152.17
874.14,151.85
874.141,152.17
874.142,151.85
874.142,152.17
874.142,151.85
874.169,152.17
874.169,151.85
874.171,152.77
874.171,152.17
874.172,151.85
874.514,152.17
874.703,151.85
874.892,152.17
875.861,151.85
876.06,152.17
876.25,151.85
931.733,152.17
931.733,151.85
931.733,152.17
931.733,151.85
931.733,152.17
931.733,151.85
931.745,152.17
931.746,151.85
931.746,152.17
931.746,151.85
931.746,152.17
931.746,151.85
931.746,152.17
931.747,151.85
931.747,152.17
931.747,151.85
931.747,152.17
931.747,151.85
931.747,152.17
931.748,151.85
931.748,152.17
931.748,151.85
931.749,152.17
931.749,151.85
931.749,152.17
931.749,151.85
931.749,152.17
931.75,151.85
931.75,152.17
931.75,151.85
938.647,152.17
938.647,151.85
938.647,152.17
938.647,151.85
938.647,152.17
938.647,151.85
938.647,152.17
938.647,151.85
938.648,152.17
938.648,151.85
938.648,152.17
938.648,151.85
938.648,152.17
938.648,151.85
938.648,152.17
938.648,151.85
938.648,152.17
938.648,151.85
938.649,151.76
938.649,150.87
938.65,150.38
938.65,148.88
938.65,151.35
938.651,167.67
938.651,170.74
938.651,171.03
938.653,165.7
938.654,150.39
938.655,164.73
938.656,167.87
938.776,148.05
938.776,157.39
938.776,161.74
938.777,162.15
938.777,124.59
938.778,14.15
938.778,89.08
938.779,149.41
938.779,173.07
938.78,174.74
938.78,176.07
938.78,140.79
938.781,90.62
938.781,21.99
938.782,18.78
938.782,23.09
938.783,24.7
938.783,25.35
938.784,18.88
938.784,18.33
938.784,74.92
938.785,155.94
938.934,167.18
939.123,164.67
939.315,173.24
939.508,179.36
939.71,179.58
939.894,176.76
940.085,173.01
